Time: 2026-06-25 20:20:46
Log Dir: logs/2026-06-25_20-20-46/GeFL_DDPM_baseline_total
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL_DDPM_baseline_total
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
  label_mapping: independent
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 50
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
n_feat: 32
ddpm_guide_w: 1.0
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 10
gen_observer_weight: 0.0
index_matching: ddpm
aggregate_method: dataset_name
use_new_entropy_method: false
entropy_ratio: 0.75
cs_threshold: 0.9
global_model_epochs: 5
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 50 rounds training by GeFL_DDPM_baseline_total
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 1.0013 | DDPM Loss: 0.1966
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0380
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0383
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0383
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0380
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Epoch 0 Loss: 0.5787
Epoch 1 Loss: 0.4256
Epoch 2 Loss: 0.3515
Epoch 3 Loss: 0.3288
Epoch 4 Loss: 0.2619
[Server] Global Inference Model Acc (MNIST) (Round 17): 91.85% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 17): 61.20% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 17): 34.02% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 17): 61.46% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 18 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0131
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0111
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Epoch 0 Loss: 0.5718
Epoch 1 Loss: 0.3921
Epoch 2 Loss: 0.3304
Epoch 3 Loss: 0.2867
Epoch 4 Loss: 0.2385
[Server] Global Inference Model Acc (MNIST) (Round 18): 88.17% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 18): 61.57% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 18): 34.93% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 18): 61.56% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 19 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0144
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0107
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0108
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0112
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0390
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0367
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0367
Epoch 0 Loss: 0.5803
Epoch 1 Loss: 0.4017
Epoch 2 Loss: 0.3276
Epoch 3 Loss: 0.2826
Epoch 4 Loss: 0.2396
[Server] Global Inference Model Acc (MNIST) (Round 19): 88.24% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 19): 68.53% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 19): 34.68% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 19): 67.49% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 20 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0119
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0114
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0107
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0112
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0385
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0371
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0379
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Epoch 0 Loss: 0.5498
Epoch 1 Loss: 0.3848
Epoch 2 Loss: 0.2982
Epoch 3 Loss: 0.2539
Epoch 4 Loss: 0.2235
[Server] Global Inference Model Acc (MNIST) (Round 20): 89.18% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 20): 67.67% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 20): 32.82% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 20): 66.69% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 21 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0107
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0382
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0371
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0368
Epoch 0 Loss: 0.5375
Epoch 1 Loss: 0.3643
Epoch 2 Loss: 0.2986
Epoch 3 Loss: 0.2334
Epoch 4 Loss: 0.2020
[Server] Global Inference Model Acc (MNIST) (Round 21): 90.39% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 21): 61.85% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 21): 31.43% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 21): 61.71% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 22 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0107
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0367
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
Epoch 0 Loss: 0.5767
Epoch 1 Loss: 0.3651
Epoch 2 Loss: 0.2972
Epoch 3 Loss: 0.2387
Epoch 4 Loss: 0.1940
[Server] Global Inference Model Acc (MNIST) (Round 22): 92.46% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 22): 65.56% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 22): 34.13% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 22): 65.23% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 23 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0107
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0106
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0115
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0365
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0364
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0380
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0374
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Epoch 0 Loss: 0.5766
Epoch 1 Loss: 0.3765
Epoch 2 Loss: 0.3001
Epoch 3 Loss: 0.2344
Epoch 4 Loss: 0.1932
[Server] Global Inference Model Acc (MNIST) (Round 23): 92.37% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 23): 63.81% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 23): 33.36% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 23): 63.67% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 24 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0105
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0102
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0366
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0363
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0360
Epoch 0 Loss: 0.5228
Epoch 1 Loss: 0.3210
Epoch 2 Loss: 0.2531
Epoch 3 Loss: 0.1880
Epoch 4 Loss: 0.1559
[Server] Global Inference Model Acc (MNIST) (Round 24): 91.91% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 24): 66.53% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 24): 38.05% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 24): 66.31% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 25 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0096
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0100
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0103
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0101
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0141
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0104
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0080
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0081
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0362
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0372
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0371
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0361
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0358
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0367
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0373
